soc_code,title,major_group_code,onet_text_enriched,onet_text_nlp
51-8011.00,Production and Manufacturing Worker (51-8011.00),51,Production and Manufacturing Worker (51-8011.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8011.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-8012.00,Production and Manufacturing Worker (51-8012.00),51,Production and Manufacturing Worker (51-8012.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8012.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-8013.00,Production and Manufacturing Worker (51-8013.00),51,Production and Manufacturing Worker (51-8013.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8013.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-8013.03,Production and Manufacturing Worker (51-8013.03),51,Production and Manufacturing Worker (51-8013.03) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8013.03) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-8013.04,Production and Manufacturing Worker (51-8013.04),51,Production and Manufacturing Worker (51-8013.04) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8013.04) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-8021.00,Production and Manufacturing Worker (51-8021.00),51,Production and Manufacturing Worker (51-8021.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8021.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-8031.00,Production and Manufacturing Worker (51-8031.00),51,Production and Manufacturing Worker (51-8031.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8031.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-8091.00,Production and Manufacturing Worker (51-8091.00),51,Production and Manufacturing Worker (51-8091.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8091.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-8092.00,Production and Manufacturing Worker (51-8092.00),51,Production and Manufacturing Worker (51-8092.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8092.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-8093.00,Production and Manufacturing Worker (51-8093.00),51,Production and Manufacturing Worker (51-8093.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8093.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-8099.01,Production and Manufacturing Worker (51-8099.01),51,Production and Manufacturing Worker (51-8099.01) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-8099.01) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9011.00,Production and Manufacturing Worker (51-9011.00),51,Production and Manufacturing Worker (51-9011.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9011.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9012.00,Production and Manufacturing Worker (51-9012.00),51,Production and Manufacturing Worker (51-9012.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9012.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9021.00,Production and Manufacturing Worker (51-9021.00),51,Production and Manufacturing Worker (51-9021.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9021.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9022.00,Production and Manufacturing Worker (51-9022.00),51,Production and Manufacturing Worker (51-9022.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9022.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9023.00,Production and Manufacturing Worker (51-9023.00),51,Production and Manufacturing Worker (51-9023.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9023.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9031.00,Production and Manufacturing Worker (51-9031.00),51,Production and Manufacturing Worker (51-9031.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9031.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9032.00,Production and Manufacturing Worker (51-9032.00),51,Production and Manufacturing Worker (51-9032.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9032.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9041.00,Production and Manufacturing Worker (51-9041.00),51,Production and Manufacturing Worker (51-9041.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9041.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9051.00,Production and Manufacturing Worker (51-9051.00),51,Production and Manufacturing Worker (51-9051.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9051.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9061.00,Production and Manufacturing Worker (51-9061.00),51,Production and Manufacturing Worker (51-9061.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9061.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9071.00,Production and Manufacturing Worker (51-9071.00),51,Production and Manufacturing Worker (51-9071.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9071.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9071.06,Production and Manufacturing Worker (51-9071.06),51,Production and Manufacturing Worker (51-9071.06) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9071.06) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9081.00,Production and Manufacturing Worker (51-9081.00),51,Production and Manufacturing Worker (51-9081.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9081.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9082.00,Production and Manufacturing Worker (51-9082.00),51,Production and Manufacturing Worker (51-9082.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9082.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9083.00,Production and Manufacturing Worker (51-9083.00),51,Production and Manufacturing Worker (51-9083.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9083.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9111.00,Production and Manufacturing Worker (51-9111.00),51,Production and Manufacturing Worker (51-9111.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9111.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9123.00,Production and Manufacturing Worker (51-9123.00),51,Production and Manufacturing Worker (51-9123.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9123.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9124.00,Production and Manufacturing Worker (51-9124.00),51,Production and Manufacturing Worker (51-9124.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9124.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
51-9141.00,Production and Manufacturing Worker (51-9141.00),51,Production and Manufacturing Worker (51-9141.00) production manufacturing assembly quality control Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,production and manufacturing worker (51-9141.00) production manufacturing assembly quality control reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
