kode_unit,judul_unit,deskripsi_unit_clean,deskripsi_unit_clean_nlp,deskripsi_unit_enriched,deskripsi_unit_enriched_nlp,level_kkni,doc_sector,doc_title
J.612000.025.01,Menentukan Mobile Seluler Network,Menentukan Mobile Seluler Network. Mobile Computing,menentukan mobile seluler network. mobile computing,menentukan mobile seluler network. mobile computing,menentukan mobile seluler network. mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.612000.026.01,Merancang Spesifikasi Teknis Smart Phone/ Tablet sesuai Kebutuhan Pengguna,Merancang Spesifikasi Teknis Smart Phone/ Tablet sesuai Kebutuhan Pengguna. Mobile Computing,merancang spesifikasi teknis smart phone/ tablet sesuai kebutuhan pengguna. mobile computing,design spesifikasi teknis smart phone/ tablet sesuai kebutuhan pengguna. mobile computing,design spesifikasi teknis smart phone/ tablet sesuai kebutuhan pengguna. mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.612000.027.01,Menunjukkan Penguasaan Konsep dan  Teknis Mobile Sensor  untuk Mobile Computing.,Menunjukkan Penguasaan Konsep dan  Teknis Mobile Sensor  untuk Mobile Computing.. Mobile Computing,menunjukkan penguasaan konsep dan  teknis mobile sensor  untuk mobile computing.. mobile computing,menunjukkan penguasaan konsep dan  teknis mobile sensor  untuk mobile computing.. mobile computing,menunjukkan penguasaan konsep dan  teknis mobile sensor  untuk mobile computing.. mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.612000.028.01,Menjelaskan Tentang Sensor pada WPAN,Menjelaskan Tentang Sensor pada WPAN. Mobile Computing,menjelaskan tentang sensor pada wpan. mobile computing,menjelaskan tentang sensor pada wpan. mobile computing,menjelaskan tentang sensor pada wpan. mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.612000.029.01,Merancang Spesifikasi Teknis Wearable Computing,Merancang Spesifikasi Teknis Wearable Computing. Mobile Computing,merancang spesifikasi teknis wearable computing. mobile computing,design spesifikasi teknis wearable computing. mobile computing,design spesifikasi teknis wearable computing. mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.612000.030.01,Mengidentifikasi  tentang Wireless Technology,Mengidentifikasi  tentang Wireless Technology. Mobile Computing,mengidentifikasi  tentang wireless technology. mobile computing,identify  tentang wireless technology. mobile computing,identify  tentang wireless technology. mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.612000.031.01,Mengidentifikasi Layanan Geolocation dan Geofencing,Mengidentifikasi Layanan Geolocation dan Geofencing. Mobile Computing,mengidentifikasi layanan geolocation dan geofencing. mobile computing,identify layanan geolocation dan geofencing. mobile computing,identify layanan geolocation dan geofencing. mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.612000.032.01,Menjelaskan Teknologi Mobile Communication Network,Menjelaskan Teknologi Mobile Communication Network. Mobile Computing,menjelaskan teknologi mobile communication network. mobile computing,menjelaskan teknologi mobile communication network. mobile computing,menjelaskan teknologi mobile communication network. mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.612000.033.01,Merancang tentang Mobile Network Management,Merancang tentang Mobile Network Management. Mobile Computing,merancang tentang mobile network management. mobile computing,design tentang mobile network management. mobile computing,design tentang mobile network management. mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.612000.034.01,Merancang Wireless Sensor Network (WSN),Merancang Wireless Sensor Network (WSN). Mobile Computing,merancang wireless sensor network (wsn). mobile computing,design wireless sensor network (wsn). mobile computing,design wireless sensor network (wsn). mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.612000.035.01,Menunjukkan Internet of Things (IoT) dan Smart City Technology,Menunjukkan Internet of Things (IoT) dan Smart City Technology. Mobile Computing,menunjukkan internet of things (iot) dan smart city technology. mobile computing,menunjukkan internet of things (iot) dan smart city technology. mobile computing,menunjukkan internet of things (iot) dan smart city technology. mobile computing,,Mobile Computing,SKKNI Mobile Computing
J.631120.001.01,Mendefinisikan Terminologi dan Konsep Cloud computing,Mendefinisikan Terminologi dan Konsep Cloud computing. Cloud Computing,mendefinisikan terminologi dan konsep cloud computing. cloud computing,mendefinisikan terminologi dan konsep cloud computing. cloud computing,mendefinisikan terminologi dan konsep cloud computing. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.002.01,Mengidentifikasi Teknologi Cloud computing,Mengidentifikasi Teknologi Cloud computing. Cloud Computing,mengidentifikasi teknologi cloud computing. cloud computing,identify teknologi cloud computing. cloud computing,identify teknologi cloud computing. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.003.01,Mengidentifikasi Berbagai Jenis Perangkat Keras yang Dibutuhkan,Mengidentifikasi Berbagai Jenis Perangkat Keras yang Dibutuhkan. Cloud Computing,mengidentifikasi berbagai jenis perangkat keras yang dibutuhkan. cloud computing,identify berbagai jenis perangkat keras yang dibutuhkan. cloud computing,identify berbagai jenis perangkat keras yang dibutuhkan. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.004.01,Mengidentifikasi Berbagai Tipe Data Center,Mengidentifikasi Berbagai Tipe Data Center. Cloud Computing,mengidentifikasi berbagai tipe data center. cloud computing,identify berbagai tipe data center. cloud computing,identify berbagai tipe data center. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.005.01,Merancang Arsitektur Virtualisasi Sistem Cloud,Merancang Arsitektur Virtualisasi Sistem Cloud. Cloud Computing,merancang arsitektur virtualisasi sistem cloud. cloud computing,design arsitektur virtualisasi sistem cloud. cloud computing,design arsitektur virtualisasi sistem cloud. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.006.01,Merancang Arsitektur Skalabilitas Virtualisasi Sistem Cloud,Merancang Arsitektur Skalabilitas Virtualisasi Sistem Cloud. Cloud Computing,merancang arsitektur skalabilitas virtualisasi sistem cloud. cloud computing,design arsitektur skalabilitas virtualisasi sistem cloud. cloud computing,design arsitektur skalabilitas virtualisasi sistem cloud. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.007.01,Menentukan Alur Proses Jenis Layanan pada Cloud computing,Menentukan Alur Proses Jenis Layanan pada Cloud computing. Cloud Computing,menentukan alur proses jenis layanan pada cloud computing. cloud computing,menentukan alur proses jenis layanan pada cloud computing. cloud computing,menentukan alur proses jenis layanan pada cloud computing. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.008.01,Mengimplementasikan Virtualisasi Sesuai Dengan Kebutuhan Organisasi,Mengimplementasikan Virtualisasi Sesuai Dengan Kebutuhan Organisasi. Cloud Computing,mengimplementasikan virtualisasi sesuai dengan kebutuhan organisasi. cloud computing,implement virtualisasi sesuai dengan kebutuhan organisasi. cloud computing,implement virtualisasi sesuai dengan kebutuhan organisasi. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.009.01,Mengimplementasikan Topologi Jaringan,Mengimplementasikan Topologi Jaringan. Cloud Computing,mengimplementasikan topologi jaringan. cloud computing,implement topologi network. cloud computing,implement topologi network. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.010.01,Melakukan Adaptasi untuk Deployment di Sistem Cloud,Melakukan Adaptasi untuk Deployment di Sistem Cloud. Cloud Computing,melakukan adaptasi untuk deployment di sistem cloud. cloud computing,melakukan adaptasi untuk deployment di sistem cloud. cloud computing,melakukan adaptasi untuk deployment di sistem cloud. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.011.01,Mengembangkan Perangkat Lunak Sesuai dengan Deployment Environment,Mengembangkan Perangkat Lunak Sesuai dengan Deployment Environment. Cloud Computing,mengembangkan perangkat lunak sesuai dengan deployment environment. cloud computing,develop software sesuai dengan deployment environment. cloud computing,develop software sesuai dengan deployment environment. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.012.01,Memetakan Kebutuhan Pengguna akan Solusi Aplikasi Cloud,Memetakan Kebutuhan Pengguna akan Solusi Aplikasi Cloud. Cloud Computing,memetakan kebutuhan pengguna akan solusi aplikasi cloud. cloud computing,memetakan kebutuhan pengguna akan solusi aplikasi cloud. cloud computing,memetakan kebutuhan pengguna akan solusi aplikasi cloud. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.013.01,"Menjalankan Aktivitas Rutin pada IaaS, PaaS, dan SaaS","Menjalankan Aktivitas Rutin pada IaaS, PaaS, dan SaaS. Cloud Computing","menjalankan aktivitas rutin pada iaas, paas, dan saas. cloud computing","menjalankan aktivitas rutin pada iaas, paas, dan saas. cloud computing","menjalankan aktivitas rutin pada iaas, paas, dan saas. cloud computing",,Cloud Computing,SKKNI Cloud Computing
J.631120.014.01,Memantau Sarana dan Prasarana Agar Bisa Digunakan oleh Pengguna Sesuai dengan SLA yang Disepakati,Memantau Sarana dan Prasarana Agar Bisa Digunakan oleh Pengguna Sesuai dengan SLA yang Disepakati. Cloud Computing,memantau sarana dan prasarana agar bisa digunakan oleh pengguna sesuai dengan sla yang disepakati. cloud computing,monitor sarana dan prasarana agar bisa digunakan oleh pengguna sesuai dengan sla yang disepakati. cloud computing,monitor sarana dan prasarana agar bisa digunakan oleh pengguna sesuai dengan sla yang disepakati. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.015.01,Memberikan Dukungan Lapis Pertama Atas Masalah Pengguna dan Report Next Layer,Memberikan Dukungan Lapis Pertama Atas Masalah Pengguna dan Report Next Layer. Cloud Computing,memberikan dukungan lapis pertama atas masalah pengguna dan report next layer. cloud computing,memberikan dukungan lapis pertama atas masalah pengguna dan report next layer. cloud computing,memberikan dukungan lapis pertama atas masalah pengguna dan report next layer. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.016.01,Melakukan Antisipasi Gangguan dan Ancaman terhadap Sistem Cloud,Melakukan Antisipasi Gangguan dan Ancaman terhadap Sistem Cloud. Cloud Computing,melakukan antisipasi gangguan dan ancaman terhadap sistem cloud. cloud computing,melakukan antisipasi gangguan dan ancaman terhadap sistem cloud. cloud computing,melakukan antisipasi gangguan dan ancaman terhadap sistem cloud. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.631120.017.01,Mengelola Insiden pada Sistem Cloud yang Disebabkan oleh Keadaan Kahar,Mengelola Insiden pada Sistem Cloud yang Disebabkan oleh Keadaan Kahar. Cloud Computing,mengelola insiden pada sistem cloud yang disebabkan oleh keadaan kahar. cloud computing,manage insiden pada sistem cloud yang disebabkan oleh keadaan kahar. cloud computing,manage insiden pada sistem cloud yang disebabkan oleh keadaan kahar. cloud computing,,Cloud Computing,SKKNI Cloud Computing
J.591101.001.01,Mematuhi  Etika dan Regulasi Penyiaran Televisi,Mematuhi  Etika dan Regulasi Penyiaran Televisi. Penulis Naskah Program Siaran Televisi,mematuhi  etika dan regulasi penyiaran televisi. penulis naskah program siaran televisi,mematuhi  etika dan regulasi television broadcasting. penulis naskah program siaran televisi,mematuhi  etika dan regulasi television broadcasting. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.002.01,Menerapkan Keterampilan Menulis dalam Bahasa Indonesia,Menerapkan Keterampilan Menulis dalam Bahasa Indonesia. Penulis Naskah Program Siaran Televisi,menerapkan keterampilan menulis dalam bahasa indonesia. penulis naskah program siaran televisi,apply implement keterampilan menulis dalam bahasa indonesia. penulis naskah program siaran televisi,apply implement keterampilan menulis dalam bahasa indonesia. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.003.01,Menerapkan  Wawasan  Kebudayaan Nasional Indonesia,Menerapkan  Wawasan  Kebudayaan Nasional Indonesia. Penulis Naskah Program Siaran Televisi,menerapkan  wawasan  kebudayaan nasional indonesia. penulis naskah program siaran televisi,apply implement  wawasan  kebudayaan nasional indonesia. penulis naskah program siaran televisi,apply implement  wawasan  kebudayaan nasional indonesia. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.004.01,Membangun Lingkup Kerja Penulisan Naskah Program Siaran Televisi,Membangun Lingkup Kerja Penulisan Naskah Program Siaran Televisi. Penulis Naskah Program Siaran Televisi,membangun lingkup kerja penulisan naskah program siaran televisi. penulis naskah program siaran televisi,build lingkup kerja penulisan naskah program siaran televisi. penulis naskah program siaran televisi,build lingkup kerja penulisan naskah program siaran televisi. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.005.01,Melaksanakan Riset untuk Penulisan Naskah Program Siaran Televisi,Melaksanakan Riset untuk Penulisan Naskah Program Siaran Televisi. Penulis Naskah Program Siaran Televisi,melaksanakan riset untuk penulisan naskah program siaran televisi. penulis naskah program siaran televisi,execute riset untuk penulisan naskah program siaran televisi. penulis naskah program siaran televisi,execute riset untuk penulisan naskah program siaran televisi. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.006.01,Menerapkan Pengetahuan Dasar Produksi dan Penyiaran Televisi,Menerapkan Pengetahuan Dasar Produksi dan Penyiaran Televisi. Penulis Naskah Program Siaran Televisi,menerapkan pengetahuan dasar produksi dan penyiaran televisi. penulis naskah program siaran televisi,apply implement pengetahuan dasar produksi dan television broadcasting. penulis naskah program siaran televisi,apply implement pengetahuan dasar produksi dan television broadcasting. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.007.01,Merumuskan Kerangka Dasar Naskah Program Siaran Televisi,Merumuskan Kerangka Dasar Naskah Program Siaran Televisi. Penulis Naskah Program Siaran Televisi,merumuskan kerangka dasar naskah program siaran televisi. penulis naskah program siaran televisi,formulate kerangka dasar naskah program siaran televisi. penulis naskah program siaran televisi,formulate kerangka dasar naskah program siaran televisi. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.008.01,Menentukan Karakter Pengisi Acara Dalam Penulisan Naskah dan atau Skenario Program Televisi,Menentukan Karakter Pengisi Acara Dalam Penulisan Naskah dan atau Skenario Program Televisi. Penulis Naskah Program Siaran Televisi,menentukan karakter pengisi acara dalam penulisan naskah dan atau skenario program televisi. penulis naskah program siaran televisi,menentukan karakter pengisi acara dalam penulisan naskah dan atau skenario program televisi. penulis naskah program siaran televisi,menentukan karakter pengisi acara dalam penulisan naskah dan atau skenario program televisi. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.009.01,Membuat Sinopsis Naskah dan atau Skenario Program Siaran Televisi,Membuat Sinopsis Naskah dan atau Skenario Program Siaran Televisi. Penulis Naskah Program Siaran Televisi,membuat sinopsis naskah dan atau skenario program siaran televisi. penulis naskah program siaran televisi,membuat sinopsis naskah dan atau skenario program siaran televisi. penulis naskah program siaran televisi,membuat sinopsis naskah dan atau skenario program siaran televisi. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.010.01,Membuat Treatment/Scene Plot/Rundown Naskah dan atau Skenario Program Siaran Televisi,Membuat Treatment/Scene Plot/Rundown Naskah dan atau Skenario Program Siaran Televisi. Penulis Naskah Program Siaran Televisi,membuat treatment/scene plot/rundown naskah dan atau skenario program siaran televisi. penulis naskah program siaran televisi,membuat treatment/scene plot/rundown naskah dan atau skenario program siaran televisi. penulis naskah program siaran televisi,membuat treatment/scene plot/rundown naskah dan atau skenario program siaran televisi. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.011.01,Menyusun Naskah Program Siaran Televisi,Menyusun Naskah Program Siaran Televisi. Penulis Naskah Program Siaran Televisi,menyusun naskah program siaran televisi. penulis naskah program siaran televisi,menyusun naskah program siaran televisi. penulis naskah program siaran televisi,menyusun naskah program siaran televisi. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.012.01,Mendiskusikan  Naskah/Skenario   Program Siaran Televisi,Mendiskusikan  Naskah/Skenario   Program Siaran Televisi. Penulis Naskah Program Siaran Televisi,mendiskusikan  naskah/skenario   program siaran televisi. penulis naskah program siaran televisi,mendiskusikan  naskah/skenario   program siaran televisi. penulis naskah program siaran televisi,mendiskusikan  naskah/skenario   program siaran televisi. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.013.01,Mempraktekan Pengarsipan,Mempraktekan Pengarsipan. Penulis Naskah Program Siaran Televisi,mempraktekan pengarsipan. penulis naskah program siaran televisi,mempraktekan pengarsipan. penulis naskah program siaran televisi,mempraktekan pengarsipan. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.014.01,"Melaksanakan Pendaftaran Hak Kekayaan ""Intelektual"" Naskah Program Siaran Televisi","Melaksanakan Pendaftaran Hak Kekayaan ""Intelektual"" Naskah Program Siaran Televisi. Penulis Naskah Program Siaran Televisi","melaksanakan pendaftaran hak kekayaan ""intelektual"" naskah program siaran televisi. penulis naskah program siaran televisi","execute pendaftaran hak kekayaan ""intelektual"" naskah program siaran televisi. penulis naskah program siaran televisi","execute pendaftaran hak kekayaan ""intelektual"" naskah program siaran televisi. penulis naskah program siaran televisi",,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.015.01,Melaksanakan Komunikasi Pemasaran Ter-padu terhadap  Naskah dan atau scenario yang ditulisnya,Melaksanakan Komunikasi Pemasaran Ter-padu terhadap  Naskah dan atau scenario yang ditulisnya. Penulis Naskah Program Siaran Televisi,melaksanakan komunikasi pemasaran ter-padu terhadap  naskah dan atau scenario yang ditulisnya. penulis naskah program siaran televisi,execute komunikasi pemasaran ter-padu terhadap  naskah dan atau scenario yang ditulisnya. penulis naskah program siaran televisi,execute komunikasi pemasaran ter-padu terhadap  naskah dan atau scenario yang ditulisnya. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.016.01,Menawarkan Naskah Program Siaran Televisi Kepada Pihak-Pihak Terkait,Menawarkan Naskah Program Siaran Televisi Kepada Pihak-Pihak Terkait. Penulis Naskah Program Siaran Televisi,menawarkan naskah program siaran televisi kepada pihak-pihak terkait. penulis naskah program siaran televisi,menawarkan naskah program siaran televisi kepada pihak-pihak terkait. penulis naskah program siaran televisi,menawarkan naskah program siaran televisi kepada pihak-pihak terkait. penulis naskah program siaran televisi,,Penulis Naskah Program Siaran Televisi,SKKNI Penulis Naskah Program Siaran Televisi
J.591101.017.01,Menangani Sumber Daya Manusia dalam Produksi Acara TV,Menangani Sumber Daya Manusia dalam Produksi Acara TV. Penyutradaraan Televisi,menangani sumber daya manusia dalam produksi acara tv. penyutradaraan televisi,menangani sumber daya manusia dalam produksi acara tv. penyutradaraan televisi,menangani sumber daya manusia dalam produksi acara tv. penyutradaraan televisi,,Penyutradaraan Televisi,SKKNI Penyutradaraan Televisi
J.591101.018.01,Menangani Sarana Prasarana Produksi Acara TV,Menangani Sarana Prasarana Produksi Acara TV. Penyutradaraan Televisi,menangani sarana prasarana produksi acara tv. penyutradaraan televisi,menangani sarana prasarana produksi acara tv. penyutradaraan televisi,menangani sarana prasarana produksi acara tv. penyutradaraan televisi,,Penyutradaraan Televisi,SKKNI Penyutradaraan Televisi
J.591101.019.01,Membandingkan Data Riset Kepemirsaan dan Program Pesaing untuk Evaluasi Program TV,Membandingkan Data Riset Kepemirsaan dan Program Pesaing untuk Evaluasi Program TV. Penyutradaraan Televisi,membandingkan data riset kepemirsaan dan program pesaing untuk evaluasi program tv. penyutradaraan televisi,membandingkan data riset kepemirsaan dan program pesaing untuk evaluasi program tv. penyutradaraan televisi,membandingkan data riset kepemirsaan dan program pesaing untuk evaluasi program tv. penyutradaraan televisi,,Penyutradaraan Televisi,SKKNI Penyutradaraan Televisi
J.591101.020.01,Mengerjakan Materi Promosi Program Acara TV,Mengerjakan Materi Promosi Program Acara TV. Penyutradaraan Televisi,mengerjakan materi promosi program acara tv. penyutradaraan televisi,mengerjakan materi promosi program acara tv. penyutradaraan televisi,mengerjakan materi promosi program acara tv. penyutradaraan televisi,,Penyutradaraan Televisi,SKKNI Penyutradaraan Televisi
J.631110.001.01,Memetakan Masalah,Memetakan Masalah. Auditor Komunikasi,memetakan masalah. auditor komunikasi,memetakan masalah. auditor komunikasi,memetakan masalah. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.002.01,Menyusun  Rencana Pelaksanaan Audit Komunikasi,Menyusun  Rencana Pelaksanaan Audit Komunikasi. Auditor Komunikasi,menyusun  rencana pelaksanaan audit komunikasi. auditor komunikasi,menyusun  rencana pelaksanaan audit komunikasi. auditor komunikasi,menyusun  rencana pelaksanaan audit komunikasi. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.003.01,Menetapkan Metode Audit Komunikasi,Menetapkan Metode Audit Komunikasi. Auditor Komunikasi,menetapkan metode audit komunikasi. auditor komunikasi,establish metode audit komunikasi. auditor komunikasi,establish metode audit komunikasi. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.004.01,Menentukan Biaya dan Jadwal Pelaksanaan Audit Komunikasi,Menentukan Biaya dan Jadwal Pelaksanaan Audit Komunikasi. Auditor Komunikasi,menentukan biaya dan jadwal pelaksanaan audit komunikasi. auditor komunikasi,menentukan biaya dan jadwal pelaksanaan audit komunikasi. auditor komunikasi,menentukan biaya dan jadwal pelaksanaan audit komunikasi. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.005.01,Mengumpulkan Data Audit Komunikasi,Mengumpulkan Data Audit Komunikasi. Auditor Komunikasi,mengumpulkan data audit komunikasi. auditor komunikasi,mengumpulkan data audit komunikasi. auditor komunikasi,mengumpulkan data audit komunikasi. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.006.01,Memverifikasi Data Audit Komunikasi,Memverifikasi Data Audit Komunikasi. Auditor Komunikasi,memverifikasi data audit komunikasi. auditor komunikasi,memverifikasi data audit komunikasi. auditor komunikasi,memverifikasi data audit komunikasi. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.007.01,Mengelompokkan Data Audit Komunikasi,Mengelompokkan Data Audit Komunikasi. Auditor Komunikasi,mengelompokkan data audit komunikasi. auditor komunikasi,mengelompokkan data audit komunikasi. auditor komunikasi,mengelompokkan data audit komunikasi. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.008.01,Mengolah Data Audit Komunikasi,Mengolah Data Audit Komunikasi. Auditor Komunikasi,mengolah data audit komunikasi. auditor komunikasi,mengolah data audit komunikasi. auditor komunikasi,mengolah data audit komunikasi. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.009.01,Menghimpun Temuan Audit Komunikasi,Menghimpun Temuan Audit Komunikasi. Auditor Komunikasi,menghimpun temuan audit komunikasi. auditor komunikasi,menghimpun temuan audit komunikasi. auditor komunikasi,menghimpun temuan audit komunikasi. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.010.01,Mendeskripsikan Temuan Utama Hasil Audit Komunikasi,Mendeskripsikan Temuan Utama Hasil Audit Komunikasi. Auditor Komunikasi,mendeskripsikan temuan utama hasil audit komunikasi. auditor komunikasi,mendeskripsikan temuan utama hasil audit komunikasi. auditor komunikasi,mendeskripsikan temuan utama hasil audit komunikasi. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.011.01,Menyimpulkan Temuan Hasil Audit Komunikasi,Menyimpulkan Temuan Hasil Audit Komunikasi. Auditor Komunikasi,menyimpulkan temuan hasil audit komunikasi. auditor komunikasi,menyimpulkan temuan hasil audit komunikasi. auditor komunikasi,menyimpulkan temuan hasil audit komunikasi. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.012.01,Menyusun Saran Sesuai Prioritas,Menyusun Saran Sesuai Prioritas. Auditor Komunikasi,menyusun saran sesuai prioritas. auditor komunikasi,menyusun saran sesuai prioritas. auditor komunikasi,menyusun saran sesuai prioritas. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.631110.013.01,Memberikan Saran Perbaikan untuk Kegiatan Komunikasi Selanjutnya,Memberikan Saran Perbaikan untuk Kegiatan Komunikasi Selanjutnya. Auditor Komunikasi,memberikan saran perbaikan untuk kegiatan komunikasi selanjutnya. auditor komunikasi,memberikan saran perbaikan untuk kegiatan komunikasi selanjutnya. auditor komunikasi,memberikan saran perbaikan untuk kegiatan komunikasi selanjutnya. auditor komunikasi,,Auditor Komunikasi,SKKNI Auditor Komunikasi
J.620200.001.01,Menentukan Metode Pemodelan Arsitektur Bisnis dan Business Building Block yang Diperlukan,Menentukan Metode Pemodelan Arsitektur Bisnis dan Business Building Block yang Diperlukan. Enterprise Architecture Design,menentukan metode pemodelan arsitektur bisnis dan business building block yang diperlukan. enterprise architecture design,menentukan metode pemodelan arsitektur bisnis dan business building block yang diperlukan. enterprise architecture design,menentukan metode pemodelan arsitektur bisnis dan business building block yang diperlukan. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.002.01,"Menetapkan Matriks, Diagram, dan Jenis Kebutuhan (Requirements) yang Diperlukan pada Arsitektur Bisnis","Menetapkan Matriks, Diagram, dan Jenis Kebutuhan (Requirements) yang Diperlukan pada Arsitektur Bisnis. Enterprise Architecture Design","menetapkan matriks, diagram, dan jenis kebutuhan (requirements) yang diperlukan pada arsitektur bisnis. enterprise architecture design","establish matriks, diagram, dan jenis kebutuhan (requirements) yang diperlukan pada arsitektur bisnis. enterprise architecture design","establish matriks, diagram, dan jenis kebutuhan (requirements) yang diperlukan pada arsitektur bisnis. enterprise architecture design",,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.003.01,"Menetapkan Baseline dan Target Arsitektur Bisnis, serta Kesenjangan antara Baseline dan Target Arsitektur Bisnis","Menetapkan Baseline dan Target Arsitektur Bisnis, serta Kesenjangan antara Baseline dan Target Arsitektur Bisnis. Enterprise Architecture Design","menetapkan baseline dan target arsitektur bisnis, serta kesenjangan antara baseline dan target arsitektur bisnis. enterprise architecture design","establish baseline dan target arsitektur bisnis, serta kesenjangan antara baseline dan target arsitektur bisnis. enterprise architecture design","establish baseline dan target arsitektur bisnis, serta kesenjangan antara baseline dan target arsitektur bisnis. enterprise architecture design",,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.004.01,Menyusun Roadmap Arsitektur Bisnis,Menyusun Roadmap Arsitektur Bisnis. Enterprise Architecture Design,menyusun roadmap arsitektur bisnis. enterprise architecture design,menyusun roadmap arsitektur bisnis. enterprise architecture design,menyusun roadmap arsitektur bisnis. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
J.620200.005.01,Mengevaluasi Artefak Arsitektur dalam Architecture Landscape yang Terkait dengan Arsitektur Bisnis,Mengevaluasi Artefak Arsitektur dalam Architecture Landscape yang Terkait dengan Arsitektur Bisnis. Enterprise Architecture Design,mengevaluasi artefak arsitektur dalam architecture landscape yang terkait dengan arsitektur bisnis. enterprise architecture design,evaluate artefak arsitektur dalam architecture landscape yang terkait dengan arsitektur bisnis. enterprise architecture design,evaluate artefak arsitektur dalam architecture landscape yang terkait dengan arsitektur bisnis. enterprise architecture design,,Enterprise Architecture Design,SKKNI Enterprise Architecture Design
